"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/10/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/11/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/12/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/13/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/14/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/15/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/16/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/17/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/18/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/19/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/20/2024","AQS","090050005","1","0.3","ppm","3","Mohawk Mt-Cornwall","15","63.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/21/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/22/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/23/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/24/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/25/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/26/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","4","17.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"11/30/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/01/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/02/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/03/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/04/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/05/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/06/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","4","17.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/08/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/09/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/10/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/11/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/12/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/13/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/14/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/15/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/16/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/17/2024","AQS","090050005","1","0.1","ppm","1","Mohawk Mt-Cornwall","4","17.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/25/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/26/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","24","100.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/27/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","4","17.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"12/31/2024","AQS","090050005","1","0.2","ppm","2","Mohawk Mt-Cornwall","16","67.0000","42101","Carbon monoxide","593","45860","Torrington, CT","09","Connecticut","005","Litchfield","41.8213420009376","-73.297257"
"01/01/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","18","75.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/02/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/03/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/04/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/05/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/06/2024","AQS","090090027","1","0.8","ppm","9","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/07/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/08/2024","AQS","090090027","1","0.7","ppm","8","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/09/2024","AQS","090090027","1","0.9","ppm","10","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/10/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/11/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/12/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/13/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/14/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/15/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/16/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/17/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/18/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/19/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/20/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/21/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/22/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/23/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/24/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/25/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/26/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/27/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/28/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/29/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/30/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"01/31/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/01/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/02/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/03/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/04/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/05/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/06/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/07/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/08/2024","AQS","090090027","1","0.6","ppm","7","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/09/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/10/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/11/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/12/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/13/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/14/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","13","54.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/15/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/16/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/17/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/18/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/19/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/20/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/21/2024","AQS","090090027","1","0.7","ppm","8","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/22/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/23/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/24/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/25/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/26/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/27/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/28/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"02/29/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/01/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/02/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/03/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/04/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/05/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/06/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/07/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/08/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/09/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/10/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/11/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/12/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/13/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/14/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/15/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/16/2024","AQS","090090027","1","0.5","ppm","6","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/17/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/18/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/19/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/20/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/21/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/22/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/23/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/24/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/25/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/26/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/27/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/28/2024","AQS","090090027","1","0.4","ppm","5","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/29/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/30/2024","AQS","090090027","1","0.2","ppm","2","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
"03/31/2024","AQS","090090027","1","0.3","ppm","3","Criscuolo Park-New Haven","24","100.0000","42101","Carbon monoxide","554","35300","New Haven-Milford, CT","09","Connecticut","009","New Haven","41.3014000009356","-72.902871"
